,longueur,v_longueur,largeur,v_largeur,teinte,v_teinte,sucre,v_sucre,eau,v_eau,fibres,v_fibre
abricot204,6.483682979184901,0.5,5.071753362373536,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot205,7.0,0.5,5.0,0.6,15.051757762616933,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot206,6.88910473387853,0.5,4.845446624070782,0.6,13.456140785897501,2.0,10.843929766248033,5.0,95.94839026683516,5.0,2.420406050071327,0.5
abricot207,7.269373769555998,0.5,4.5698123197944245,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot208,7.0,0.5,5.0,0.6,14.199030753657613,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot209,6.9770259127847885,0.5,4.910569594868977,0.6,11.722368188380663,2.0,8.90229536570473,5.0,89.9512534367772,5.0,1.5451267705525025,0.5
abricot210,6.4998949453247326,0.5,5.697597838499404,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot211,7.0,0.5,5.0,0.6,16.96652202118958,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot212,6.212182237482005,0.5,5.156002237586842,0.6,14.392890738975488,2.0,3.548644154749945,5.0,86.22020979384695,5.0,2.3284268571763773,0.5
abricot213,6.683852683911108,0.5,5.541941173475106,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot214,7.0,0.5,5.0,0.6,17.219167525875903,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot215,7.316246595335296,0.5,5.065432523038843,0.6,15.656862896726905,2.0,9.304224985975438,5.0,96.19840031418401,5.0,1.6703421241004146,0.5
abricot216,7.0634068166022255,0.5,5.526329920007972,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot217,7.0,0.5,5.0,0.6,13.632266462772469,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot218,6.7032155935151,0.5,5.00321393099374,0.6,18.234747854854984,2.0,13.18440809682015,5.0,88.59714058734308,5.0,2.1219957323742724,0.5
abricot219,6.414184746610251,0.5,5.650942935623087,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot220,7.0,0.5,5.0,0.6,9.94711091338402,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot221,6.892955304542733,0.5,4.491059196784247,0.6,12.499187216900474,2.0,8.435489348162957,5.0,83.71253853544509,5.0,2.0654456296142794,0.5
abricot222,7.261076253457323,0.5,4.708835421578396,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot223,7.0,0.5,5.0,0.6,14.298497431781703,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot224,7.475294433100962,0.5,6.049725996043296,0.6,15.234263297006738,2.0,0.7673363463130745,5.0,80.58119713389138,5.0,0.5923010950376206,0.5
abricot225,7.15516687806785,0.5,4.782021667369414,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot226,7.0,0.5,5.0,0.6,18.294103538782718,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot227,7.8857070232850415,0.5,5.1139645420219715,0.6,13.474771165174063,2.0,3.9408721267622275,5.0,83.20480571154414,5.0,2.63124860307767,0.5
abricot228,7.602605565407101,0.5,5.170055248187695,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot229,7.0,0.5,5.0,0.6,12.42167139261752,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot230,7.062228251033821,0.5,5.108461487336239,0.6,15.547153783948099,2.0,6.575934304951357,5.0,90.92760766267226,5.0,2.5973874952686584,0.5
abricot231,7.255776131229634,0.5,4.117512632869632,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot232,7.0,0.5,5.0,0.6,17.212376509980242,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot233,8.114412397530584,0.5,4.768699583843944,0.6,14.806701508236916,2.0,8.93403120024628,5.0,85.83373145795629,5.0,1.7778688875562583,0.5
abricot234,7.432273074266937,0.5,5.164220466966197,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot235,7.0,0.5,5.0,0.6,13.291091779780784,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot236,6.73448023137412,0.5,4.550051185361509,0.6,17.64822132809336,2.0,6.310682054065843,5.0,82.39992447543086,5.0,1.933959181500559,0.5
abricot237,7.013148784938383,0.5,4.399263880487108,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot238,7.0,0.5,5.0,0.6,13.968978534893523,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot239,6.687757353399721,0.5,5.3201741514203365,0.6,15.860182409858119,2.0,16.79217234048754,5.0,90.48891855096164,5.0,1.922934611707854,0.5
abricot240,6.623646238735801,0.5,4.851512397547909,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot241,7.0,0.5,5.0,0.6,16.39471304682354,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot242,7.47723255101526,0.5,5.0306507381172585,0.6,15.691767449275703,2.0,8.118306256682123,5.0,85.14930532753448,5.0,0.916215570761662,0.5
abricot243,6.54301263533081,0.5,4.174405455418902,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot244,7.0,0.5,5.0,0.6,15.351659722678466,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot245,6.9748707232420015,0.5,4.684075421053382,0.6,14.166704367556886,2.0,10.89144359511479,5.0,83.03254988175509,5.0,2.2451957939492972,0.5
abricot246,7.036962858030651,0.5,5.177673927371265,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot247,7.0,0.5,5.0,0.6,13.188717197072707,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot248,7.942972474515419,0.5,5.628974809991314,0.6,15.63002604065485,2.0,6.300982098095784,5.0,81.64696980048129,5.0,1.2791038809072977,0.5
abricot249,7.11008408232296,0.5,5.319812102628736,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot250,7.0,0.5,5.0,0.6,13.989111182367024,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot251,6.500380201435705,0.5,5.6602809979730955,0.6,13.3649565274291,2.0,5.177026598773072,5.0,93.72213681108526,5.0,1.766499193500101,0.5
abricot252,6.925414353585856,0.5,4.590454314726694,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot253,7.0,0.5,5.0,0.6,15.115881061606032,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot254,7.245784258748688,0.5,4.9024456203551905,0.6,12.184825463714414,2.0,7.329967022856271,5.0,88.19002461748613,5.0,1.8107316827490536,0.5
abricot255,6.579212683542375,0.5,5.530376044845972,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot256,7.0,0.5,5.0,0.6,16.33151738472001,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot257,7.179718342581728,0.5,4.962736349719334,0.6,14.825071163715748,2.0,10.397162527618217,5.0,88.45369001969945,5.0,2.31306384792637,0.5
abricot258,6.913752112066975,0.5,6.060681991851265,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot259,7.0,0.5,5.0,0.6,10.952423049504908,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot260,6.575064247345642,0.5,5.545872755631196,0.6,14.39928679023213,2.0,13.51068221022259,5.0,87.50315555036023,5.0,1.8287011314504122,0.5
abricot261,6.904073666344951,0.5,4.5258866614056465,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot262,7.0,0.5,5.0,0.6,12.19466391232941,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot263,6.878163345288373,0.5,4.5206313771785505,0.6,16.83113815787171,2.0,9.60440486265048,5.0,80.28743759077715,5.0,0.929955416486965,0.5
abricot264,7.036922896431187,0.5,5.111430190633458,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot265,7.0,0.5,5.0,0.6,16.072589194388556,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot266,6.861997867452215,0.5,5.04363055676426,0.6,11.676199889496688,2.0,8.766183084870766,5.0,86.9863042636402,5.0,1.7267254266195973,0.5
abricot267,7.406585762201809,0.5,5.043692781101966,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot268,7.0,0.5,5.0,0.6,13.735684886831022,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot269,7.2497576543023845,0.5,4.818015416022734,0.6,15.19243979244311,2.0,4.187233489726225,5.0,83.64252495910769,5.0,2.714879483329623,0.5
abricot270,7.05421679082605,0.5,5.208578413075686,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot271,7.0,0.5,5.0,0.6,12.58187370513538,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot272,6.5338626310292796,0.5,4.783735000815919,0.6,13.743321943576415,2.0,6.927527614204189,5.0,78.12242481848952,5.0,1.284459960407279,0.5
abricot273,6.9038918524782495,0.5,4.7307285724723895,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot274,7.0,0.5,5.0,0.6,14.60214706746645,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot275,6.8808240444305335,0.5,4.604483244800277,0.6,16.676902779043985,2.0,1.9882364841843838,5.0,94.25110209374276,5.0,1.1280722643170313,0.5
abricot276,7.1198658912269135,0.5,5.184134777262543,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot277,7.0,0.5,5.0,0.6,13.312581239957382,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot278,6.432127925902294,0.5,4.930541096363341,0.6,13.078490803061255,2.0,7.878295639398163,5.0,86.09990205937318,5.0,1.746522583628809,0.5
abricot279,7.03005474243611,0.5,5.2755847214530105,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot280,7.0,0.5,5.0,0.6,13.643821168762173,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot281,5.670475184898736,0.5,4.786276719781627,0.6,13.719989774622492,2.0,1.5830935531474024,5.0,86.59950215821645,5.0,2.1960789908746405,0.5
abricot282,8.0049304841271,0.5,4.764948828266845,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot283,7.0,0.5,5.0,0.6,14.895660257837273,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot284,7.394271873864777,0.5,4.836869265990029,0.6,15.67055576385586,2.0,13.842640107967574,5.0,91.54759551931718,5.0,2.52097637135609,0.5
abricot285,6.196260408500221,0.5,4.379757181878272,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot286,7.0,0.5,5.0,0.6,18.030274430767477,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot287,6.965624807583574,0.5,5.65890185579082,0.6,13.923245881399982,2.0,9.629945190882003,5.0,82.40794333862738,5.0,1.689994922999744,0.5
abricot288,7.129949759096172,0.5,4.704807303902243,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot289,7.0,0.5,5.0,0.6,15.545175554321737,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot290,7.096252196585717,0.5,4.741105670362598,0.6,16.035409550228845,2.0,2.279188152530576,5.0,83.73421630417481,5.0,2.131507473912995,0.5
abricot291,7.234758052605654,0.5,4.926450311371482,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot292,7.0,0.5,5.0,0.6,15.98868015576241,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot293,6.927946019953311,0.5,4.881428569209556,0.6,14.375323889672186,2.0,13.456688253822293,5.0,82.86990597496911,5.0,2.187442916705512,0.5
abricot294,8.244051624315686,0.5,5.298144048766352,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot295,7.0,0.5,5.0,0.6,15.695159827357692,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot296,6.918117321258834,0.5,5.094638240205041,0.6,19.341166169959134,2.0,6.678202977664868,5.0,78.9660341215885,5.0,1.6156814786497367,0.5
abricot297,7.486361893987705,0.5,5.4161251006826925,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot298,7.0,0.5,5.0,0.6,16.02479016343909,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot299,6.820873647911256,0.5,4.414478066515826,0.6,15.002037724061578,2.0,7.3389857565722005,5.0,85.74494747831388,5.0,1.5792799008015146,0.5
abricot300,8.296832050423241,0.5,4.533394729864246,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot301,7.0,0.5,5.0,0.6,13.0793019665045,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot302,7.573058817389397,0.5,4.461244008262188,0.6,13.019479119652926,2.0,9.369984875082919,5.0,89.65029513352825,5.0,1.5842024498663319,0.5
abricot303,7.181525570663395,0.5,4.867442199097405,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot304,7.0,0.5,5.0,0.6,10.568423987844119,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot305,6.498881268788224,0.5,5.581704485349864,0.6,17.688318757580845,2.0,-0.49975685770712364,5.0,85.84407711686742,5.0,0.7447212804318617,0.5
abricot306,6.065182591430406,0.5,4.911980699679651,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot307,7.0,0.5,5.0,0.6,18.18658697727443,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot308,7.406675471968819,0.5,4.422216598577969,0.6,17.237320154173386,2.0,7.3404321743309655,5.0,87.45525122503854,5.0,2.471888242162318,0.5
abricot309,7.66462759688995,0.5,4.68392026735997,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot310,7.0,0.5,5.0,0.6,16.041748374553723,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot311,7.839865283257098,0.5,5.016770180904682,0.6,16.61550051652366,2.0,-2.2411138603082215,5.0,93.1457755968577,5.0,1.7483046749984592,0.5
abricot312,6.247595759428016,0.5,5.046864143063167,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot313,7.0,0.5,5.0,0.6,15.316995452110488,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot314,6.896643525288639,0.5,5.8030251382896045,0.6,15.616910697425485,2.0,11.771119509776147,5.0,86.19829842133076,5.0,1.0522234956859675,0.5
abricot315,6.788643670622838,0.5,5.49112206591177,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot316,7.0,0.5,5.0,0.6,15.95232782808247,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot317,7.471001028326717,0.5,5.255083104592471,0.6,16.25616494002492,2.0,3.441165712238344,5.0,85.70166860878895,5.0,2.4577009894497803,0.5
abricot318,7.307329763092212,0.5,5.107619906188484,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot319,7.0,0.5,5.0,0.6,15.875813880970224,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot320,7.1998415229219574,0.5,5.469143527782761,0.6,18.825923848902107,2.0,10.740383330150909,5.0,76.97797750224906,5.0,2.471006824571193,0.5
abricot321,5.969479996127999,0.5,4.797024526489047,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot322,7.0,0.5,5.0,0.6,13.745597970912167,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot323,7.1220725072782685,0.5,6.12010025259958,0.6,13.64555185807073,2.0,8.628063810763402,5.0,83.99632803110597,5.0,1.5489688739826746,0.5
abricot324,6.419322931042357,0.5,5.715360548081824,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot325,7.0,0.5,5.0,0.6,16.76691904908642,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot326,7.016786586053896,0.5,5.308815626916268,0.6,12.992797101723022,2.0,-0.7855889871159532,5.0,85.23492967900727,5.0,2.1082773745905214,0.5
abricot327,6.942215738804189,0.5,5.760395832080363,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot328,7.0,0.5,5.0,0.6,17.338764637440427,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot329,6.556526523832889,0.5,4.689306906690292,0.6,14.673652442453081,2.0,8.161897738469435,5.0,83.12593196964595,5.0,1.4530684799442637,0.5
abricot330,6.986154041867353,0.5,5.390983952997994,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot331,7.0,0.5,5.0,0.6,13.800934124394232,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot332,6.622783574713083,0.5,5.243267887975271,0.6,14.472614848974787,2.0,13.957182731416095,5.0,86.26022799493774,5.0,1.6254751407052364,0.5
abricot333,7.686415440364533,0.5,4.811354507224279,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot334,7.0,0.5,5.0,0.6,15.394855011482276,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot335,6.4229767672196765,0.5,5.3596836977684585,0.6,15.082637469418206,2.0,4.681635590485647,5.0,84.31420036636446,5.0,1.1761823943975631,0.5
abricot336,7.250064855779011,0.5,5.029977740678025,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot337,7.0,0.5,5.0,0.6,13.689324326175383,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot338,7.394524777015032,0.5,4.018804902137707,0.6,15.929328569764122,2.0,4.329927003230707,5.0,82.19735546882016,5.0,1.2669806345099204,0.5
abricot339,7.644521207811269,0.5,5.18267652688449,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot340,7.0,0.5,5.0,0.6,18.60067748539212,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot341,6.84058780729113,0.5,4.983329736576749,0.6,13.920294506756154,2.0,4.403584762309274,5.0,89.98155676307029,5.0,1.7647874411246283,0.5
abricot342,6.896063313783468,0.5,5.097045204217301,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot343,7.0,0.5,5.0,0.6,12.615713875103653,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot344,7.050285356746055,0.5,5.005975203213336,0.6,15.079640733616516,2.0,11.195528269952767,5.0,91.26267704819304,5.0,1.0862254223427659,0.5
abricot345,6.238582078598246,0.5,5.021029557246606,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot346,7.0,0.5,5.0,0.6,17.22822106738351,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot347,7.294598994220002,0.5,4.882939178224013,0.6,13.692749465881251,2.0,11.04207907803419,5.0,94.58856249313409,5.0,1.9219355985854163,0.5
abricot348,7.400849684819377,0.5,4.712865270553151,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot349,7.0,0.5,5.0,0.6,14.944186053954327,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot350,6.46291007639144,0.5,4.689784693009453,0.6,10.116544359293307,2.0,4.869264003813707,5.0,96.23714636946087,5.0,0.9592647706891707,0.5
abricot351,7.394601556215641,0.5,5.29232917643051,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot352,7.0,0.5,5.0,0.6,18.432700201146165,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot353,6.547325768064933,0.5,5.590654794668956,0.6,12.297988443295862,2.0,4.930287361991462,5.0,88.52163185505266,5.0,1.9302617092796959,0.5
abricot354,6.733577358947914,0.5,4.6816875261267565,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot355,7.0,0.5,5.0,0.6,16.224854408285687,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot356,6.6231995564448605,0.5,4.639036941923063,0.6,14.586695125053815,2.0,16.406211593258938,5.0,79.968059332012,5.0,1.880312346607308,0.5
abricot357,6.4710139676668375,0.5,4.537463871299871,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot358,7.0,0.5,5.0,0.6,14.273456277506174,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot359,7.210637580303553,0.5,4.664592687310895,0.6,13.746608684531756,2.0,7.637237958780785,5.0,83.82000027062756,5.0,1.752917298272933,0.5
abricot360,6.4664217305113425,0.5,5.78204023168443,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot361,7.0,0.5,5.0,0.6,13.634339799531718,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot362,6.957190780757414,0.5,5.110263130579019,0.6,18.684694511719915,2.0,11.287477618692586,5.0,85.67709281224688,5.0,2.074728161861017,0.5
abricot363,5.82171379336717,0.5,5.069299519983067,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot364,7.0,0.5,5.0,0.6,16.013228923425125,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot365,7.147750041366215,0.5,6.0937775754796055,0.6,17.377914756343866,2.0,3.210551127191184,5.0,86.33522024429023,5.0,1.2112194695610454,0.5
abricot366,7.159635501998424,0.5,5.496309954608082,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot367,7.0,0.5,5.0,0.6,18.73386807797902,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot368,7.045295185714898,0.5,5.3335744334608135,0.6,15.265782391690326,2.0,0.8911105256910519,5.0,83.65120104547138,5.0,2.5597462011238235,0.5
abricot369,6.69529127998331,0.5,4.491202556623044,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot370,7.0,0.5,5.0,0.6,16.99880113936719,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot371,7.260139554464844,0.5,5.010129613878918,0.6,16.851909672000886,2.0,10.8723823252231,5.0,77.27930684478925,5.0,0.8467855841296547,0.5
abricot372,7.146902477063179,0.5,5.0848456904284856,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot373,7.0,0.5,5.0,0.6,15.527626698995256,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot374,8.11483541823373,0.5,4.4657297472741195,0.6,16.38731738310219,2.0,9.939973573986926,5.0,81.2721027364496,5.0,2.348081472887218,0.5
abricot375,7.220109601181623,0.5,5.488337889254729,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot376,7.0,0.5,5.0,0.6,14.288837636191623,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot377,7.1999939458944695,0.5,5.248936354794399,0.6,12.621159396737617,2.0,7.200418181684591,5.0,95.62780538328867,5.0,2.12809315099558,0.5
abricot378,6.656720019259858,0.5,4.865131099673278,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot379,7.0,0.5,5.0,0.6,18.99517994832673,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot380,7.1592786259533385,0.5,5.573404055324076,0.6,15.678002388292633,2.0,5.62162549931561,5.0,81.12922146252245,5.0,1.6464277758128603,0.5
abricot381,6.880219796660159,0.5,4.466428630295848,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot382,7.0,0.5,5.0,0.6,17.45985154673985,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot383,6.990283528224366,0.5,5.903196303875893,0.6,14.789412126795824,2.0,-3.447512699312611,5.0,88.50043574455593,5.0,1.8635204721743444,0.5
abricot384,7.894721761066252,0.5,3.938311981851636,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot385,7.0,0.5,5.0,0.6,14.931750946624017,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot386,7.01621001137695,0.5,4.7374179299269,0.6,15.039409208286193,2.0,12.815243107757471,5.0,73.99339123795045,5.0,2.2658786192759464,0.5
abricot387,5.88886860524444,0.5,4.976989946377978,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot388,7.0,0.5,5.0,0.6,15.671691670316767,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot389,7.028904512799422,0.5,5.143718645615413,0.6,15.374689276541872,2.0,14.839104541501458,5.0,91.37855731995722,5.0,2.9436659822657534,0.5
abricot390,6.530702582022571,0.5,5.4822175866897025,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot391,7.0,0.5,5.0,0.6,16.845734373602028,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot392,7.715178412090885,0.5,5.206828687150306,0.6,12.852631526198362,2.0,3.922299369568386,5.0,80.85260485791132,5.0,1.2689361621819764,0.5
abricot393,6.885711792371266,0.5,5.088191928633887,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot394,7.0,0.5,5.0,0.6,16.958538895597194,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot395,6.459159106694119,0.5,4.517946314883381,0.6,14.941288829958888,2.0,5.893069487855702,5.0,90.18314287163268,5.0,2.3004184492635575,0.5
abricot396,7.159744156142867,0.5,3.951580831210886,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot397,7.0,0.5,5.0,0.6,13.001816796664606,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot398,6.786825646290904,0.5,4.50392455150327,0.6,14.312251233929734,2.0,8.997251512130635,5.0,98.38226124016595,5.0,1.5081768024326732,0.5
abricot399,6.381391941234735,0.5,4.369175078088377,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot400,7.0,0.5,5.0,0.6,14.468126317955534,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot401,6.948743597915636,0.5,4.252642316338657,0.6,14.604747051258732,2.0,7.584225255398381,5.0,81.01422109791406,5.0,2.151958231222465,0.5
abricot402,6.388920002012546,0.5,5.28432958120968,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot403,7.0,0.5,5.0,0.6,15.279977928473661,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot404,6.51928166991302,0.5,4.260995950592783,0.6,13.862759709132172,2.0,6.804598562735767,5.0,90.25271614283062,5.0,2.1967298053874584,0.5
abricot405,7.372674228129425,0.5,5.4388887791059615,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot406,7.0,0.5,5.0,0.6,11.466963257214797,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot407,6.863845586924055,0.5,5.308380639036614,0.6,14.507384610894462,2.0,5.442605905294153,5.0,70.88275269575314,5.0,1.8960849542985434,0.5
abricot408,7.619893279591354,0.5,4.946607849224504,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot409,7.0,0.5,5.0,0.6,18.199800642172363,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot410,6.328025800710965,0.5,3.5148073961006783,0.6,17.0499340582774,2.0,15.545127886362854,5.0,92.77214339617375,5.0,1.8027741928339773,0.5
abricot411,6.550415514802878,0.5,4.5235210826782755,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot412,7.0,0.5,5.0,0.6,14.977965998178371,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot413,7.457039543797913,0.5,4.675772549574116,0.6,12.73347036405313,2.0,14.133840219887752,5.0,80.27325664397095,5.0,1.0208812797190414,0.5
abricot414,6.793723599368424,0.5,4.760722668633413,0.6,15.0,2.0,6.6,5.0,87.0,5.0,1.8,0.5
abricot415,7.0,0.5,5.0,0.6,15.76405707605296,2.0,6.6,5.0,87.0,5.0,1.8,0.5
