StarSpctr;OtherPlanets;Position;SemiMajorAxis;OrbitalExc;OrbitalInc;OrbitalPeriod;AxisIncl;Moons;Diameter;Density;Magnetosphere;AtmPressure;Albedo;DayPeriod;Tmin;Tmax;PH2O;PHe;PCH4;PH2;PN2;PO2;PAr;PCO2;PSO2;PK;Type
6;3;4;3.9144;0.014;2.415;16379.18;81.68;0;4505;2.91;12;0.04;0.21;2.115;-76;183;0;0;0;0;0;0;0;0;0;0.02;r
2;3;10;12.4364;0.0266;0.315;9177.79;22.4;3;82231;1.46;168.08;2.23;0.28;1.548;-196;-63;0.1;16.1;0.1;83.7;0;0;0;0;0;0;g
5;1;9;8.8238;0.036;1.293;109572.06;4.46;0;3500;3.84;8;0.01;0.59;0.537;-185;130;0;0;0;0;0;0.01;0;0;0;0;r
5;4;10;9.7793;0.1;1.408;144145.94;19.66;2;3500;5.75;2;0.07;0.5;1.364;-209;80;0;0;0;0;0;0;0;0;0;0.01;r
2;1;1;1.2845;0.0019;1.249;2240.64;23.98;1;3500;7.76;7;0.01;0.11;2350.431;-141;20;0;0;0;0;0;0;0;0;0;0.01;r
7;4;8;7.3694;0.0086;1.834;12875.67;34.64;4;20228;3.62;94.15;3.85;0.28;0.679;-176;-92;0;8.2;0.2;91.6;0;0;0;0;0;0;g
7;4;7;5.1095;0.0488;1.235;37234.93;67.82;0;3500;6.67;8;0.04;0.22;1.653;-217;-38;0;0;0;0;0;0;0;0;0;0;r
7;4;4;3.5577;0.0026;2.933;4020.65;28.26;2;14983;7.54;143.78;1.89;0.37;1.492;-11;5;0;2;0;15.6;52.3;19.4;0.6;10.1;0;0;i
8;7;10;7.7536;0.0039;1.859;81878.41;5.89;0;3500;5.01;9;0.01;0.1;0.401;-239;156;0;0;0;0;0;0;0;0;0;0.01;r
5;1;1;1.02;0.0007;1.14;206.13;13.2;2;23752;3.14;91.79;1.62;0.23;2.722;-169;-105;0;0;0;0;4.1;1.1;0;94.8;0;0;d
5;4;9;9.2867;0.0512;0.011;3948.4;40;6;109338;3.17;480.29;2.61;0.39;0.688;-203;-42;0.3;4.3;1.9;93.5;0;0;0;0;0;0;g
10;3;2;1.0545;0.0013;0.002;42.61;36.32;2;124086;1.32;219.95;1.27;0.4;42.269;-134;-74;0;9.9;0.6;89.5;0;0;0;0;0;0;g
8;4;2;1.2311;0.0022;0.496;218.28;16.98;6;32742;3.01;122.49;4.09;0.41;0.728;-189;-50;0.3;13.4;0.6;85.7;0;0;0;0;0;0;g
10;7;6;3.6663;0.0032;0.033;3618.64;23.35;4;17573;5.14;101.06;1.35;0.6;1.996;-30;83;2;0;0.9;0;2.8;0;0.2;94.1;0;0;d
6;5;7;7.0273;0.0023;0.015;2854.82;39.06;2;82354;1.69;190.87;1.13;0.36;1.331;-162;-64;0;5.5;0.1;94.4;0;0;0;0;0;0;g
5;3;4;4.0392;0.0033;0.094;1096.66;18.01;1;71592;3.05;305.7;3.93;0.37;1.041;-220;132;0.1;8.1;1.8;86.3;0;0;0;0;3.7;0;g
6;2;7;6.3061;0.0492;1.305;38036.54;18.68;0;5221;4.5;11;0.07;0.2;1.446;-230;80;0;0;0;0;0;0;0;0;0;0.01;r
3;0;9;10.3912;0.0515;4.085;37763.01;15.41;2;14314;6.68;128.38;1.34;0.28;0.86;-28;5;0;1.8;0;4.4;42.9;30.6;8.7;11.6;0;0;i
10;9;9;6.4055;0.0007;0.862;43328.02;70.4;0;4502;4.67;8;0.04;0.63;1.822;-152;90;0;0;0;0;0;0;0;0;0;0.01;r
9;10;3;2.3477;0.0032;0.381;839.84;26.59;3;30967;1.36;52.34;1.31;0.33;2.546;-219;-77;0;15.8;0.3;83.9;0;0;0;0;0;0;g
3;0;7;8.6053;0.0477;2.603;105493.03;63.84;2;3500;2.52;4;0.09;0.59;2.167;-162;176;0;0;0;0;0;0;0;0;0;0.01;r
5;1;5;5.2824;0.0082;0.109;3877.37;24.8;2;34427;2.68;106.76;1.71;0.35;0.831;-161;-35;0;18.7;1.1;80.2;0;0;0;0;0;0;g
4;1;1;1.0945;0.0013;2.588;392.17;44.97;0;14523;9.61;189.34;2.09;0.42;0.745;-209;-142;0;1.9;0;29.8;52.4;5.2;2.6;8.1;0;0;i
9;5;1;0.6411;0.0002;1.247;557.7;20.24;0;3500;3.01;10;0.05;0.32;542.642;-163;16;0;0;0;0;0;0;0;0;0;0;r
9;10;4;2.8304;0.0126;1.59;2381.32;19.92;0;16043;4;82.57;0.96;0.31;2.197;-8;20;2.4;0;0;0;68.6;26;2;1;0;0;t
1;2;9;12.5072;0.1186;0.406;194353.09;6.27;0;4336;7.86;2;0.05;0.52;1.293;-133;249;0;0;0;0;0;0.01;0;0;0;0.02;r
1;0;3;4.0569;0.0038;1.958;823.05;0.25;5;95312;1.56;206.04;1.88;0.4;0.558;-185;-121;0.1;9.6;1.1;89.2;0;0;0;0;0;0;g
5;6;10;10.7628;0.0182;0.239;7033.56;39.47;1;79650;3.09;341.05;3.47;0.25;0.729;-157;57;0;12.9;0.3;83.1;0;0;0;0;3.7;0;g
4;0;8;9.2508;0.0522;4.97;29180.62;27.81;2;14692;7.5;149.49;1.81;0.26;1.365;-92;-47;0;0.5;0;3.5;57.5;31.5;1.9;5.1;0;0;i
5;2;2;1.8682;0.0012;0.033;691.05;1.21;4;24010;1.98;55.01;2.23;0.37;1.736;-157;90;0;11;2;83.7;0;0;0;0;3.3;0;g
8;5;4;2.9735;0.0179;0.016;2879.84;28.41;2;14772;4.01;79.53;0.95;0.25;2.38;-2;20;1.1;0;0;0;70.8;25;1.4;1.7;0;0;t
3;0;2;2.4522;0.0015;0.607;297.68;34.15;4;96061;3.51;467.23;4.17;0.38;0.867;-124;395;0;6.2;1.9;88.3;0;0;0;0;3.6;0;g
5;6;7;6.6185;0.027;2.2;13435.99;34.34;2;15910;7.28;149.03;1.9;0.33;1.302;-230;-173;0;1.2;0;23;58.2;12;2.7;2.9;0;0;i
3;0;6;6.9804;0.036;0.853;68163.38;33.44;0;3521;5.99;12;0.06;0.31;0.948;-243;-38;0;0;0;0;0;0;0;0;0;0;r
7;2;1;0.8037;0.0001;3.113;599.81;1.63;0;5080;6.61;35.69;0.16;0.18;1.449;-193;-120;0;0;0;0;1.9;0;0;98.1;0;0;d
3;0;8;9.7409;0.0808;1.576;140040.51;81.52;0;3500;7.06;11;0.03;0.34;1.394;-219;118;0;0;0;0;0;0;0;0;0;0;r
10;10;6;3.744;0.0031;0.001;761.03;53.94;5;89018;0.62;74.9;0.59;0.43;0.884;-200;-130;0.2;13.4;0.9;85.5;0;0;0;0;0;0;g
4;0;1;1.0481;0.0018;1.285;1492.98;1.76;0;3500;4.46;8;0;0.39;1425.796;-121;24;0;0;0;0;0;0.02;0;0;0;0;r
4;0;7;7.8608;0.029;1.999;2515.88;1.56;2;120104;2.3;390.68;2.93;0.41;0.979;-198;144;0.2;10.7;0.4;85.2;0;0;0;0;3.5;0;g
5;6;7;6.7766;0.0368;2.61;43830.39;42.45;0;5164;5;27.45;0.12;0.17;1.805;-154;-90;0;0;0;0;0.6;0.7;0.11;98.59;0;0;d
6;9;6;5.3808;0.0358;1.304;40341.21;13.96;0;3532;7.24;1;0.01;0.3;0.706;-210;-44;0;0;0;0;0;0;0;0;0;0;r
5;4;10;9.924;0.0822;1.959;145593.41;35.5;0;3500;7.19;2;0.05;0.41;0.406;-252;9;0;0;0;0;0;0;0;0;0;0;r
4;1;8;9.2181;0.0739;1.065;29097.93;1.26;1;14970;5;78.51;0.96;0.15;0.375;-236;-84;0;0;0;0;3;0;0;97;0;0;d
4;1;10;11.7846;0.0498;0.169;10400.85;40.96;6;66730;3.15;273.26;3.17;0.38;0.715;-215;178;0;11.1;1.8;84.3;0;0;0;0;2.8;0;g
4;1;9;10.0931;0.1458;1.46;161791.28;44.62;0;3500;6.42;4;0.03;0.17;1.298;-249;-9;0;0;0;0;0;0;0;0;0;0;r
5;4;10;9.7841;0.1859;1.607;157278.46;35.44;2;3550;6.27;11;0.06;0.69;1.729;-138;208;0;0;0;0;0;0.01;0;0;0;0.01;r
7;9;3;2.6645;0.0083;2.523;2333.53;17.23;5;14834;7.26;137.07;1.68;0.27;0.324;-168;-145;0;1.2;0;14;51.8;21;0.7;11.3;0;0;i
9;4;5;3.4391;0.0065;1.234;16151.55;76.7;0;3500;4.5;9;0.01;0.25;1.692;-130;79;0;0;0;0;0;0.01;0;0;0;0.01;r
1;2;10;12.3788;0.0655;1.438;222465.59;14.56;0;3500;5.36;7;0.03;0.61;1.055;-244;90;0;0;0;0;0;0;0;0;0;0.01;r
5;5;8;8.0729;0.0755;2.44;39231.5;10.1;0;8532;2.66;26.35;0.2;0.19;3.633;-112;-35;0;0;0;0;0.9;1.3;0;97.8;0;0;d
7;4;10;7.4319;0.0598;0.001;11881.41;44.79;6;23489;2.91;85.93;2.01;0.29;1.131;-165;-5;0.1;18.7;0.4;80.8;0;0;0;0;0;0;g
4;1;1;1.0822;0.0011;0.033;1590.59;79.72;0;3500;7.71;5;0.03;0.29;0.327;-203;21;0;0;0;0;0;0;0;0;0;0.01;r
4;0;7;7.9358;0.0071;0.315;16906.28;2.47;0;17814;9.99;224.01;3.08;0.43;0.805;-39;5;0;1.5;0;6.7;53;28.3;9.2;1.3;0;0;i
1;1;3;4.3257;0.0117;2.498;3598.57;10.53;6;24989;10;314.55;6.34;0.34;0.43;-113;-37;0;1.8;0;8.1;38.7;26.9;7.2;17.3;0;0;i
4;2;5;5.0964;0.0233;0.006;7102.99;15.74;4;17752;3.82;93.89;0.75;0.2;1.117;-55;45;0.6;0;0;0;75;22;1.4;1;0;0;t
5;0;4;4.0666;0.0272;1.263;23062.42;32.52;0;3500;4.75;2;0.07;0.15;1.964;-83;157;0;0;0;0;0;0;0;0;0;0.01;r
4;1;3;3.2963;0.004;1.992;997.45;29.12;3;51932;2.04;149.83;2.13;0.44;1.935;-158;-45;0.3;20.9;0.5;78.3;0;0;0;0;0;0;g
8;1;5;4.172;0.0108;2.87;5475.56;36.54;4;15264;2.28;39.91;0.55;0.2;4.284;-45;31;0.6;0;0;0;0.2;0.6;0.99;97.61;0;0;d
8;1;2;1.7107;0.0053;2.525;2784.93;3.83;0;5009;5.36;30.04;0.13;0.18;0.591;-173;-79;0;0;0;0;3.2;0.3;0.2;96.3;0;0;d
9;10;8;4.2768;0.0732;3.735;5737.76;37.67;1;16395;4.91;96.82;1.25;0.49;1.376;-199;-124;0;0;0;0;0.5;0.6;0;98.9;0;0;d
7;7;3;2.658;0.0134;0.685;2256.11;4.16;2;15051;7.55;143.04;1.66;0.26;0.614;-17;5;0;1.6;0;34.2;53.7;0.8;6.6;3.1;0;0;i
6;1;1;0.9131;0.0011;1.252;1132.35;45.38;0;3500;7.08;3;0;0.39;1.074;-208;-27;0;0;0;0;0;0;0;0;0;0;r
1;3;5;6.8238;0.0478;1.924;64953.42;26.63;1;3575;7.7;4;0.07;0.17;1.364;-158;126;0;0;0;0;0;0.02;0;0;0;0.01;r
3;0;4;5.1601;0.0066;3.205;8536.45;11.39;2;14909;4.17;73.91;0.91;0.31;1.989;-107;-77;0;0;0;0;0.2;0;0;99.8;0;0;d
7;3;3;2.536;0.0096;2.57;2074.85;13.63;3;14947;7.49;147.18;1.71;0.38;0.854;-182;-113;0;2.6;0;8.9;40.3;26.1;4.4;17.7;0;0;i
6;9;8;7.584;0.0298;0.018;9820.19;17.41;7;28785;3.9;126.7;4.07;0.32;0.129;-194;575;0;11.5;0.1;87;0;0;0;0;1.4;0;g
5;3;3;3.0393;0.0007;4.968;2285.81;12.84;4;19110;6.11;161.67;2.58;0.38;1.123;-38;2;0;1.5;0;7.6;44;27.4;4.5;15;0;0;i
3;0;5;5.8085;0.0475;0.359;48053.89;6.52;0;3500;4.5;12;0.02;0.57;0.425;-85;112;0;0;0;0;0;0.01;0;0;0;0.01;r
5;1;2;2.1395;0.0012;0.002;375.99;31.52;6;57268;3.79;282.16;4.38;0.41;0.73;-191;311;0.3;7.6;0.1;90.9;0;0;0;0;1.1;0;g
4;2;6;6.5185;0.0052;3.893;8274.44;26.05;6;24484;6.49;211.13;4.27;0.45;1.575;-228;-167;0;1.8;0;1.9;58.6;33.1;1.9;2.7;0;0;i
7;10;6;5.3725;0.019;1.771;3604.59;53.1;6;39237;1.09;61.1;1.44;0.42;0.571;-176;-104;0.1;19.9;0.7;79.3;0;0;0;0;0;0;g
5;4;4;4.3719;0.0169;3.143;6157.75;9.14;1;15004;3.56;62.01;0.68;0.18;2.225;-119;-10;0;0;0;0;4.4;0;0;95.6;0;0;d
10;10;5;3.1873;0.0123;0.96;13419.02;27.64;0;3627;4.98;4;0.03;0.23;1.3;-160;88;0;0;0;0;0;0;0;0;0;0.02;r
4;3;10;10.3956;0.1001;1.404;162916.5;17.24;0;3500;3.7;11;0.04;0.16;1.886;-231;163;0;0;0;0;0;0;0;0;0;0;r
4;3;8;9.0722;0.0878;1.364;122405.43;1.93;0;3500;7.11;3;0.08;0.1;1.219;-203;23;0;0;0;0;0;0;0;0;0;0.01;r
6;0;9;8.5789;0.1526;0.269;81371.39;2.62;0;5068;2.87;10;0.08;0.78;0.638;-134;180;0;0;0;0;0;0.02;0;0;0;0;r
4;3;6;6.5552;0.0076;2.575;14960.93;2.17;0;13746;7.61;133.14;1.46;0.36;1.343;-90;-23;0;2.4;0;17.3;48.3;17.7;6;8.3;0;0;i
4;0;4;4.4357;0.009;3.59;6756.42;34.47;1;13953;4.02;65.9;0.72;0.22;2.485;-196;-92;0;0;0;0;3.8;0.9;0;95.3;0;0;d
8;10;2;1.6859;0.004;2.31;3823.42;27.62;1;3500;5.67;6;0.09;0.39;4071.942;-156;63;0;0;0;0;0;0.01;0;0;0;0.01;r
9;6;7;4.9655;0.0217;4.68;5678.27;20.54;8;21131;7.15;204.97;3.11;0.27;0.855;-174;-159;0;2.5;0;33.3;41.4;1.7;2.5;18.6;0;0;i
5;6;2;2.1642;0.0013;1.405;89.68;8.52;4;248307;0.53;184.24;0.33;0.36;87.169;-94;-24;0;11.8;0.8;87.4;0;0;0;0;0;0;g
4;2;10;11.884;0.1461;0.078;224380.83;62.94;0;3500;4.54;12;0.05;0.84;0.825;-262;-15;0;0;0;0;0;0;0;0;0;0;r
7;0;6;5.284;0.0033;2.488;5560.06;7.72;3;23923;7.51;236.2;4.4;0.35;1.004;-55;5;0;0.5;0;27.3;52.6;7.7;8;3.9;0;0;i
4;3;1;1.1292;0.0006;2.558;1103.37;5.71;0;5451;7.45;51.12;0.22;0.34;0.347;-81;5;0;0.62;0;5.43;70.7;10.3;0.35;12.6;0;0;i
3;0;7;7.7336;0.0075;0.105;13824.14;22.2;1;20698;5.11;116.86;1.76;0.18;0.507;-84;58;0.1;0;0;0;2.2;0.5;0.9;96.3;0;0;d
1;4;6;7.8384;0.0035;0.56;17938.71;31.92;1;16330;7.06;149.96;2.04;0.29;0.619;-223;-188;0;2.8;0;5.1;48.5;29.9;0.4;13.3;0;0;i
4;2;1;1.1219;0.0007;3.3;408.33;12.28;4;14865;6.85;128.17;1.49;0.25;1.631;-180;82;0.1;0;0;0;0.9;0.9;2.3;95.8;0;0;d
8;0;4;2.7405;0.0168;1.279;9564.96;5.1;1;3792;5.25;8;0.08;0.17;0.306;-188;20;0;0;0;0;0;0.01;0;0;0;0.01;r
4;3;9;9.7709;0.0807;0.874;140889.1;8.95;0;3500;5.42;8;0.02;0.42;1.261;-142;131;0;0;0;0;0;0.01;0;0;0;0;r
8;9;9;6.0477;0.0811;1.358;53988.01;30.38;2;3500;7.36;1;0.06;0.4;1.016;-230;126;0;0;0;0;0;0;0;0;0;0;r
3;0;3;3.2715;0.0029;4.15;5715.07;13.76;3;8918;4.99;48.55;0.37;0.19;0.636;-29;46;2.1;0;0;0;1.4;0;0;96.5;0;0;d
8;4;5;3.8817;0.0248;0.078;4934.69;20.83;1;14858;5;91.43;1.1;0.37;0.398;-112;-27;0;0;0;0;3.8;0.7;0;95.5;0;0;d
3;0;2;2.4642;0.0058;0.34;2088.65;16.85;4;13885;7.6;135.78;1.43;0.37;2030.168;-111;-42;0;1.3;0;6.2;42.1;28.8;4.3;17.3;0;0;i
8;6;9;6.5881;0.0933;1.376;47771.17;84.5;0;4758;4.97;5;0.08;0.31;1.353;-252;-3;0;0;0;0;0;0;0;0;0;0;r
7;8;7;6.1756;0.0105;1.977;3965;37.8;6;46052;0.97;61.9;1.08;0.35;2.827;-172;-102;0.1;19.8;0.6;79.5;0;0;0;0;0;0;g
2;3;10;12.2108;0.0513;1.898;25549.26;11.44;5;29210;3.39;117.41;3.29;0.42;1.064;-197;-21;0.3;20.3;0.7;78.7;0;0;0;0;0;0;g
4;2;9;9.9985;0.0079;0.411;2272.08;25.18;6;210676;0.8;226.33;0.48;0.36;0.625;-186;-159;0.1;8.8;0.3;90.8;0;0;0;0;0;0;g
5;1;4;3.9908;0.016;1.793;18793.96;3.52;0;4089;4.65;5;0.06;0.19;0.596;-220;45;0;0;0;0;0;0;0;0;0;0.01;r
5;2;8;8.2492;0.0398;1.983;22450.34;36.03;4;14989;7.48;141.13;1.69;0.36;0.391;-236;-223;0;2.7;0;29.3;44;5.7;3.9;14.4;0;0;i
10;4;1;0.7325;0.0013;1.253;747.86;35.23;2;3500;7.15;5;0.08;0.26;713.458;-87;91;0;0;0;0;0;0;0;0;0;0.02;r
4;3;6;6.2867;0.0487;1.473;22053.69;14.52;2;8945;7.5;93.83;0.61;0.39;0.719;-191;-139;0;1.83;0;16.1;53.04;8.6;3.23;17.2;0;0;i
4;3;5;5.6929;0.0096;0.283;6659.45;36.91;2;23339;5.9;161.77;3.42;0.54;0.876;-233;164;1.7;0;2.1;0;0.9;0;1.7;93.6;0;0;d
4;3;5;5.3697;0.002;0.227;8804;1.53;0;15582;1.61;32.25;1.71;0.43;0.734;-174;-117;0.2;5.7;0.5;93.6;0;0;0;0;0;0;g
2;2;10;12.1632;0.0372;1.98;11339.62;52.46;8;64342;0.64;55.89;0.73;0.27;5.116;-186;-140;0;8.3;0.8;90.9;0;0;0;0;0;0;g
4;0;3;3.2661;0.0102;1.88;2481.74;1.02;7;20620;8.03;213.05;3.9;0.37;0.59;-92;-77;0;1.4;0;24.3;48;10.7;1.7;13.9;0;0;i
4;2;3;3.1898;0.0029;2.635;2001.85;17.35;7;24180;7.52;228.88;4.16;0.34;0.413;-183;-154;0;1.2;0;0.9;57.2;34.1;6.2;0.4;0;0;i
8;1;8;6.127;0.0519;1.13;14146.8;23.86;1;13286;7.77;114.06;1.14;0.16;1.046;-25;97;0.7;0;0;0;3.4;1.2;2.5;92.2;0;0;d
5;5;2;1.9733;0.0039;2.483;5303.33;56.3;2;3500;6.88;9;0.05;0.35;0.456;-147;26;0;0;0;0;0;0.01;0;0;0;0.01;r
7;6;6;5.2561;0.036;1.3;38909.06;56.58;0;3500;5.08;10;0.05;0.63;1.88;-182;135;0;0;0;0;0;0.01;0;0;0;0.01;r
2;1;6;8.1724;0.0361;0.812;93202.19;43.21;0;3530;5.26;5;0.09;0.2;1.98;-108;238;0;0;0;0;0;0.01;0;0;0;0.01;r
8;6;6;4.8669;0.0373;1.301;19826.63;40.49;0;5891;3.81;7;0;0.31;1.861;-248;-63;0;0;0;0;0;0;0;0;0;0;r
2;1;4;4.8962;0.015;2.538;29495.19;30.36;0;3918;7.17;11;0.06;0.28;0.933;-144;121;0;0;0;0;0;0.01;0;0;0;0;r
8;0;6;5.0339;0.0702;2.183;36973.04;36.24;1;3500;6.31;7;0.07;0.14;1.636;-183;123;0;0;0;0;0;0.02;0;0;0;0.02;r
3;0;5;5.5269;0.025;1.254;42503.44;40.08;0;3500;5.1;6;0.07;0.51;0.891;-103;200;0;0;0;0;0;0.02;0;0;0;0.02;r
4;2;7;7.4758;0.0064;2.347;76307.86;30.71;0;3500;7;6;0.02;0.06;0.82;-138;131;0;0;0;0;0;0;0;0;0;0.02;r
3;0;8;9.2153;0.0368;1.268;22935.16;1.14;3;18253;3.06;61.71;0.95;0.42;2.382;-211;-86;0;0;0;0;2.5;0;1.14;96.36;0;0;d
3;0;9;10.4288;0.0561;2.553;34068.87;28.13;0;16059;9.22;186.37;2.56;0.38;0.469;-46;0;0;1.9;0;21.6;52;13.4;5.1;6;0;0;i
6;6;6;5.4487;0.0358;0.001;41753.9;13.36;0;3500;4.33;4;0.04;0.29;1.185;-171;134;0;0;0;0;0;0.01;0;0;0;0;r
2;1;8;10.2554;0.0299;4.133;37693.3;36.64;1;13656;4.86;79.83;0.81;0.16;1.738;-155;-118;0;0;0;0;1.8;1.5;0;96.7;0;0;d
4;0;8;8.4981;0.0381;2.398;21308.43;12.28;0;16730;7.61;165.6;2.33;0.35;1.146;-245;-232;0;1.4;0;11.4;56.4;23.6;0.8;6.4;0;0;i
4;1;7;7.1241;0.0644;2.408;17146.65;19.64;3;15021;4.99;91.2;1.16;0.36;2.097;-96;31;1.7;0;0;0;3.3;0;2.4;92.6;0;0;d
6;5;2;1.9449;0.001;2.503;1143.77;29.13;5;15719;6.71;125.39;1.56;0.34;1.295;-12;101;0.6;0;0;0;3.1;0;0;96.3;0;0;d
4;3;9;9.7036;0.0958;0.415;23645;33.73;2;20912;7.5;199.61;3.08;0.35;1.021;-246;-204;0;1;0;30.2;53.5;4.8;8.3;2.2;0;0;i
7;5;2;1.8142;0.0029;0.105;2445.97;7.36;1;6421;7.49;64.57;0.36;0.41;2083.966;-45;5;0;0.58;0;4.1;50.04;23.6;2.38;19.3;0;0;i
4;0;7;7.7755;0.0333;0.014;4489.6;28.06;6;66144;1.2;103.18;1.85;0.28;2.235;-191;-84;0.1;4.8;2;93.1;0;0;0;0;0;0;g
3;0;6;6.694;0.0329;2.725;10633.42;5.05;6;20690;8.47;220.59;3.28;0.29;1.353;-143;-88;0;2.4;0;26.1;44.1;8.9;5.2;13.3;0;0;i
4;1;1;1.0815;0.001;1.247;1213.29;0.32;0;4582;6.08;3;0.03;0.35;1312.78;-178;35;0;0;0;0;0;0.01;0;0;0;0.01;r
5;4;8;8.1557;0.0928;1.558;23417.89;8.11;3;14874;4.91;84.78;0.98;0.2;1.477;-138;-4;0;0;0;0;1.9;1.5;0.1;96.5;0;0;d
4;0;10;11.05;0.0728;0.002;21363.72;36.06;3;29269;0.84;28.8;1.07;0.33;3.155;-158;-118;0.3;10.4;0.6;88.7;0;0;0;0;0;0;g
7;7;4;3.2723;0.0099;0.091;3855.56;17.48;0;13392;4.29;73.92;0.76;0.26;0.896;-7;51;1.4;0;0;0;68.1;28;0.6;1.9;0;0;t
4;1;2;2.1326;0;0.394;4145.5;8.94;0;5208;5.9;40.4;0.74;0.21;4141.355;-64;17;0.7;0;0;0;69.3;27;1.9;1.1;0;0;t
8;7;3;2.0352;0.0133;0.075;1798.8;17.62;1;11081;8;102.91;1.02;0.26;0.538;-170;-72;0;0;0;0;1.4;0;0;98.6;0;0;d
4;1;9;9.8227;0.0568;2.648;138775.92;4.34;0;3500;3.52;11;0.07;0.07;0.483;-172;101;0;0;0;0;0;0;0;0;0;0.02;r
5;3;9;9.6374;0.0819;1.207;137243.62;19.71;1;3500;2.53;12;0.01;0.77;2.843;-153;149;0;0;0;0;0;0.01;0;0;0;0;r
4;0;6;6.1215;0.0012;2.565;14522.2;33.94;3;12267;7.5;120.95;1.21;0.36;1.013;-176;-131;0;0.9;0;21.1;54.2;13.9;1.2;8.7;0;0;i
3;0;10;12.0633;0.0322;2.024;203991.55;17.27;1;3500;3.02;9;0.02;0.43;0.69;-230;154;0;0;0;0;0;0;0;0;0;0.02;r
5;5;7;7.0161;0.0506;1.483;68852.95;44.92;0;3576;4.49;8;0.03;0.45;1.869;-188;149;0;0;0;0;0;0;0;0;0;0;r
5;3;1;0.9985;0.001;2.783;317;7.21;4;14996;5;85.99;1.1;0.49;319.853;-104;-59;0;0;0;0;5;0.3;0;94.7;0;0;d
3;0;6;6.7471;0.0718;1.598;66045.62;24.72;2;3526;2.69;6;0.08;0.29;2.795;-179;151;0;0;0;0;0;0.01;0;0;0;0;r
7;2;1;0.8765;0.0011;2.5;244.56;44.26;0;14811;6.2;115.59;1.28;0.37;1.638;-107;73;1.3;0;0;0;1.4;0.7;1.7;94.9;0;0;d
9;8;5;3.1885;0.02;2.48;3288.06;36.64;4;14981;7.84;156.05;2.02;0.28;0.86;-52;3;0;2.1;0;26.3;51;8.7;1.5;10.4;0;0;i
7;8;8;7.0229;0.0206;0.115;13219.11;21.75;2;18105;6.09;121.83;1.59;0.56;1.504;-203;80;2.5;0;1.7;0;3.4;0;0;92.4;0;0;d
3;0;9;10.2558;0.0677;1.553;35340.69;18.93;2;15158;7.4;153.74;2.01;0.37;0.757;-12;5;0;2.7;0;29.5;39.3;5.5;4.5;18.5;0;0;i
5;2;5;4.8817;0.0301;1.358;8503.4;11.56;3;13712;5.01;73.98;0.78;0.2;0.788;-147;-124;0;0;0;0;3.7;1.1;0;95.2;0;0;d
2;3;5;6.4594;0.0168;2.648;13421.73;42.34;2;15013;6.94;110.75;1.29;0.29;1.504;-172;20;1.1;0;0;0;0.9;0;0;98;0;0;d
5;3;5;4.7529;0.0273;1.143;30512.93;21.65;0;3614;6.77;5;0.04;0.54;0.279;-218;37;0;0;0;0;0;0;0;0;0;0.01;r
4;1;3;3.1851;0.0034;1.817;1590.69;28.46;7;30386;3.15;112.12;3.26;0.35;0.714;-162;154;0.2;8;0.5;88.4;0;0;0;0;2.9;0;g
7;3;2;1.8097;0.0026;0.423;1036.44;7.15;0;15014;3.12;49.79;0.56;0.2;1010.529;-22;59;0.9;0;0;0;2.8;0;0;96.3;0;0;d
5;1;1;0.9624;0.0012;0;1261.05;11.43;2;3500;7.02;5;0.01;0.37;1.479;-60;79;0;0;0;0;0;0;0;0;0;0.02;r
3;0;9;10.3073;0.0164;1.392;146533.47;39.6;0;3500;4.68;3;0.05;0.39;0.885;-110;175;0;0;0;0;0;0.01;0;0;0;0.02;r
8;6;8;6.711;0.0559;1.253;64697.54;27.34;0;3500;5.91;5;0.01;0.65;0.67;-156;26;0;0;0;0;0;0.02;0;0;0;0.01;r
2;3;6;7.5679;0.0328;0.968;79787;77.2;0;3524;5.5;9;0.04;0.34;1.577;-231;26;0;0;0;0;0;0;0;0;0;0.01;r
4;3;5;5.348;0.0162;3.113;8608.22;22.72;3;16036;7.7;157.15;2.19;0.38;0.819;-184;-143;0;2.9;0;29.4;57.3;5.6;3.5;1.3;0;0;i
4;0;1;1.1363;0.0017;0.589;1099.21;83.76;0;5587;6.55;5;0.02;0.05;0.857;-52;102;0;0;0;0;0;0.01;0;0;0;0.01;r
7;3;8;6.8935;0.0371;1.762;66951.05;35.72;2;3500;3.67;5;0.08;0.09;0.73;-210;-19;0;0;0;0;0;0;0;0;0;0;r
3;0;10;11.4092;0.1287;1.257;165548.57;52.2;0;4285;4.86;13;0.01;0.38;1.632;-131;183;0;0;0;0;0;0;0;0;0;0.01;r
8;4;1;0.8134;0.0001;3.67;180.16;16.03;5;17154;5.18;93.21;1.31;0.36;1.731;-31;127;1.5;0;0;0;0.2;0.5;2.6;95.2;0;0;d
7;8;9;7.5343;0.0648;1.345;19192.51;20.19;1;15017;7.5;141.77;1.64;0.39;1.412;-204;-182;0;1.8;0;29.9;43.2;5.1;6;14;0;0;i
3;0;8;9.3818;0.0015;0.007;987.55;43.51;2;423838;2.7;1634.8;3.51;0.38;0.288;-212;34;0.2;19;1.7;77.6;0;0;0;0;1.5;0;g
6;7;7;6.6769;0.0089;2.5;10917.01;17.46;3;19566;6.15;131.27;1.86;0.65;0.953;-136;-4;0;0;0;0;2.8;0;0;97.2;0;0;d
